Sequence id,Sequence Description,gene_KO_number,organism id
0,>AT1G51370.2 | Symbols:  | F-box/RNI-like/FBD-like domains-containing protein | chr1:19045615-19046748 FORWARD LENGTH=346,N.A.,ath:AT1G51370
90,>AT1G73460.1 | Symbols:  | Protein kinase superfamily protein | chr1:27620122-27624899 FORWARD LENGTH=1169,N.A.,crb:CARUB_v10019686mg
90,>AT1G73460.1 | Symbols:  | Protein kinase superfamily protein | chr1:27620122-27624899 FORWARD LENGTH=1169,N.A.,ath:AT1G73450
90,>AT1G73460.1 | Symbols:  | Protein kinase superfamily protein | chr1:27620122-27624899 FORWARD LENGTH=1169,N.A.,brp:103830751
90,>AT1G73460.1 | Symbols:  | Protein kinase superfamily protein | chr1:27620122-27624899 FORWARD LENGTH=1169,N.A.,crb:CARUB_v10019727mg
90,>AT1G73460.1 | Symbols:  | Protein kinase superfamily protein | chr1:27620122-27624899 FORWARD LENGTH=1169,N.A.,brp:103831826
90,>AT1G73460.1 | Symbols:  | Protein kinase superfamily protein | chr1:27620122-27624899 FORWARD LENGTH=1169,N.A.,tcc:TCM_013275
90,>AT1G73460.1 | Symbols:  | Protein kinase superfamily protein | chr1:27620122-27624899 FORWARD LENGTH=1169,N.A.,pmum:103338898
90,>AT1G73460.1 | Symbols:  | Protein kinase superfamily protein | chr1:27620122-27624899 FORWARD LENGTH=1169,N.A.,pper:PRUPE_ppa000434mg
91,>AT1G09450.1 | Symbols:  | Protein kinase superfamily protein | chr1:3049066-3052858 FORWARD LENGTH=599,K16315,ath:AT1G09450
91,>AT1G09450.1 | Symbols:  | Protein kinase superfamily protein | chr1:3049066-3052858 FORWARD LENGTH=599,K16315,aly:ARALYDRAFT_311988
91,>AT1G09450.1 | Symbols:  | Protein kinase superfamily protein | chr1:3049066-3052858 FORWARD LENGTH=599,K16315,eus:EUTSA_v10007117mg
91,>AT1G09450.1 | Symbols:  | Protein kinase superfamily protein | chr1:3049066-3052858 FORWARD LENGTH=599,K16315,brp:103836332
91,>AT1G09450.1 | Symbols:  | Protein kinase superfamily protein | chr1:3049066-3052858 FORWARD LENGTH=599,K16315,crb:CARUB_v10008644mg
91,>AT1G09450.1 | Symbols:  | Protein kinase superfamily protein | chr1:3049066-3052858 FORWARD LENGTH=599,K16315,jcu:105647383
91,>AT1G09450.1 | Symbols:  | Protein kinase superfamily protein | chr1:3049066-3052858 FORWARD LENGTH=599,K16315,egr:104431410
91,>AT1G09450.1 | Symbols:  | Protein kinase superfamily protein | chr1:3049066-3052858 FORWARD LENGTH=599,K16315,vvi:100249417
91,>AT1G09450.1 | Symbols:  | Protein kinase superfamily protein | chr1:3049066-3052858 FORWARD LENGTH=599,K16315,rcu:RCOM_1436590
91,>AT1G09450.1 | Symbols:  | Protein kinase superfamily protein | chr1:3049066-3052858 FORWARD LENGTH=599,K16315,cit:102613380
92,>AT1G36940.1 | Symbols:  | unknown protein; Has 21 Blast hits to 21 proteins in 8 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 21; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:14004158-14004706 FORWARD LENGTH=182,N.A.,ath:AT1G36940
92,>AT1G36940.1 | Symbols:  | unknown protein; Has 21 Blast hits to 21 proteins in 8 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 21; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:14004158-14004706 FORWARD LENGTH=182,N.A.,aly:ARALYDRAFT_681424
92,>AT1G36940.1 | Symbols:  | unknown protein; Has 21 Blast hits to 21 proteins in 8 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 21; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:14004158-14004706 FORWARD LENGTH=182,N.A.,crb:CARUB_v10010420mg
92,>AT1G36940.1 | Symbols:  | unknown protein; Has 21 Blast hits to 21 proteins in 8 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 21; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:14004158-14004706 FORWARD LENGTH=182,N.A.,eus:EUTSA_v10004990mg
92,>AT1G36940.1 | Symbols:  | unknown protein; Has 21 Blast hits to 21 proteins in 8 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 21; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:14004158-14004706 FORWARD LENGTH=182,N.A.,brp:103849610
92,>AT1G36940.1 | Symbols:  | unknown protein; Has 21 Blast hits to 21 proteins in 8 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 21; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:14004158-14004706 FORWARD LENGTH=182,N.A.,jcu:105638872
92,>AT1G36940.1 | Symbols:  | unknown protein; Has 21 Blast hits to 21 proteins in 8 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 21; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:14004158-14004706 FORWARD LENGTH=182,N.A.,pop:POPTR_0002s09020g
92,>AT1G36940.1 | Symbols:  | unknown protein; Has 21 Blast hits to 21 proteins in 8 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 21; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:14004158-14004706 FORWARD LENGTH=182,N.A.,rcu:RCOM_1032910
92,>AT1G36940.1 | Symbols:  | unknown protein; Has 21 Blast hits to 21 proteins in 8 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 21; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:14004158-14004706 FORWARD LENGTH=182,N.A.,cic:CICLE_v10002385mg
92,>AT1G36940.1 | Symbols:  | unknown protein; Has 21 Blast hits to 21 proteins in 8 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 21; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:14004158-14004706 FORWARD LENGTH=182,N.A.,gmx:100800136
93,>AT1G51355.1 | Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G20898.1); Has 52 Blast hits to 52 proteins in 9 species: Archae - 0; Bacteria - 0; Metazoa - 2; Fungi - 0; Plants - 50; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:19041475-19041825 FORWARD LENGTH=116,N.A.,ath:AT1G51355
93,>AT1G51355.1 | Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G20898.1); Has 52 Blast hits to 52 proteins in 9 species: Archae - 0; Bacteria - 0; Metazoa - 2; Fungi - 0; Plants - 50; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:19041475-19041825 FORWARD LENGTH=116,N.A.,brp:103832855
93,>AT1G51355.1 | Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G20898.1); Has 52 Blast hits to 52 proteins in 9 species: Archae - 0; Bacteria - 0; Metazoa - 2; Fungi - 0; Plants - 50; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:19041475-19041825 FORWARD LENGTH=116,N.A.,aly:ARALYDRAFT_474246
93,>AT1G51355.1 | Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G20898.1); Has 52 Blast hits to 52 proteins in 9 species: Archae - 0; Bacteria - 0; Metazoa - 2; Fungi - 0; Plants - 50; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:19041475-19041825 FORWARD LENGTH=116,N.A.,brp:103871290
93,>AT1G51355.1 | Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G20898.1); Has 52 Blast hits to 52 proteins in 9 species: Archae - 0; Bacteria - 0; Metazoa - 2; Fungi - 0; Plants - 50; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:19041475-19041825 FORWARD LENGTH=116,N.A.,eus:EUTSA_v10011876mg
93,>AT1G51355.1 | Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G20898.1); Has 52 Blast hits to 52 proteins in 9 species: Archae - 0; Bacteria - 0; Metazoa - 2; Fungi - 0; Plants - 50; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:19041475-19041825 FORWARD LENGTH=116,N.A.,crb:CARUB_v10010528mg
93,>AT1G51355.1 | Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G20898.1); Has 52 Blast hits to 52 proteins in 9 species: Archae - 0; Bacteria - 0; Metazoa - 2; Fungi - 0; Plants - 50; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:19041475-19041825 FORWARD LENGTH=116,N.A.,brp:103868576
93,>AT1G51355.1 | Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G20898.1); Has 52 Blast hits to 52 proteins in 9 species: Archae - 0; Bacteria - 0; Metazoa - 2; Fungi - 0; Plants - 50; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:19041475-19041825 FORWARD LENGTH=116,N.A.,ath:AT3G20898
93,>AT1G51355.1 | Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G20898.1); Has 52 Blast hits to 52 proteins in 9 species: Archae - 0; Bacteria - 0; Metazoa - 2; Fungi - 0; Plants - 50; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:19041475-19041825 FORWARD LENGTH=116,N.A.,brp:103859877
93,>AT1G51355.1 | Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G20898.1); Has 52 Blast hits to 52 proteins in 9 species: Archae - 0; Bacteria - 0; Metazoa - 2; Fungi - 0; Plants - 50; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). | chr1:19041475-19041825 FORWARD LENGTH=116,N.A.,eus:EUTSA_v10022277mg
94,>AT1G12660.1 | Symbols:  | Predicted to encode a PR (pathogenesis-related) protein.  Belongs to the plant thionin (PR-13) family with the following members: At1g66100- At5g36910- At1g72260- At2g15010- At1g12663- At1g12660. | chr1:4308943-4309583 FORWARD LENGTH=137,N.A.,ath:AT1G12660
94,>AT1G12660.1 | Symbols:  | Predicted to encode a PR (pathogenesis-related) protein.  Belongs to the plant thionin (PR-13) family with the following members: At1g66100- At5g36910- At1g72260- At2g15010- At1g12663- At1g12660. | chr1:4308943-4309583 FORWARD LENGTH=137,N.A.,aly:ARALYDRAFT_678967
94,>AT1G12660.1 | Symbols:  | Predicted to encode a PR (pathogenesis-related) protein.  Belongs to the plant thionin (PR-13) family with the following members: At1g66100- At5g36910- At1g72260- At2g15010- At1g12663- At1g12660. | chr1:4308943-4309583 FORWARD LENGTH=137,N.A.,crb:CARUB_v10010857mg
94,>AT1G12660.1 | Symbols:  | Predicted to encode a PR (pathogenesis-related) protein.  Belongs to the plant thionin (PR-13) family with the following members: At1g66100- At5g36910- At1g72260- At2g15010- At1g12663- At1g12660. | chr1:4308943-4309583 FORWARD LENGTH=137,N.A.,crb:CARUB_v10012242mg
94,>AT1G12660.1 | Symbols:  | Predicted to encode a PR (pathogenesis-related) protein.  Belongs to the plant thionin (PR-13) family with the following members: At1g66100- At5g36910- At1g72260- At2g15010- At1g12663- At1g12660. | chr1:4308943-4309583 FORWARD LENGTH=137,N.A.,eus:EUTSA_v10009569mg
94,>AT1G12660.1 | Symbols:  | Predicted to encode a PR (pathogenesis-related) protein.  Belongs to the plant thionin (PR-13) family with the following members: At1g66100- At5g36910- At1g72260- At2g15010- At1g12663- At1g12660. | chr1:4308943-4309583 FORWARD LENGTH=137,N.A.,brp:103843113
94,>AT1G12660.1 | Symbols:  | Predicted to encode a PR (pathogenesis-related) protein.  Belongs to the plant thionin (PR-13) family with the following members: At1g66100- At5g36910- At1g72260- At2g15010- At1g12663- At1g12660. | chr1:4308943-4309583 FORWARD LENGTH=137,N.A.,eus:EUTSA_v10009322mg
94,>AT1G12660.1 | Symbols:  | Predicted to encode a PR (pathogenesis-related) protein.  Belongs to the plant thionin (PR-13) family with the following members: At1g66100- At5g36910- At1g72260- At2g15010- At1g12663- At1g12660. | chr1:4308943-4309583 FORWARD LENGTH=137,N.A.,eus:EUTSA_v10019701mg
94,>AT1G12660.1 | Symbols:  | Predicted to encode a PR (pathogenesis-related) protein.  Belongs to the plant thionin (PR-13) family with the following members: At1g66100- At5g36910- At1g72260- At2g15010- At1g12663- At1g12660. | chr1:4308943-4309583 FORWARD LENGTH=137,N.A.,eus:EUTSA_v10017433mg
94,>AT1G12660.1 | Symbols:  | Predicted to encode a PR (pathogenesis-related) protein.  Belongs to the plant thionin (PR-13) family with the following members: At1g66100- At5g36910- At1g72260- At2g15010- At1g12663- At1g12660. | chr1:4308943-4309583 FORWARD LENGTH=137,N.A.,crb:CARUB_v10011831mg
95,>AT1G75130.1 | Symbols: CYP721A1 | cytochrome P450- family 721- subfamily A- polypeptide 1 | chr1:28200073-28201911 REVERSE LENGTH=505,N.A.,ath:AT1G75130
95,>AT1G75130.1 | Symbols: CYP721A1 | cytochrome P450- family 721- subfamily A- polypeptide 1 | chr1:28200073-28201911 REVERSE LENGTH=505,N.A.,aly:ARALYDRAFT_476652
95,>AT1G75130.1 | Symbols: CYP721A1 | cytochrome P450- family 721- subfamily A- polypeptide 1 | chr1:28200073-28201911 REVERSE LENGTH=505,N.A.,crb:CARUB_v10020170mg
95,>AT1G75130.1 | Symbols: CYP721A1 | cytochrome P450- family 721- subfamily A- polypeptide 1 | chr1:28200073-28201911 REVERSE LENGTH=505,N.A.,eus:EUTSA_v10018414mg
95,>AT1G75130.1 | Symbols: CYP721A1 | cytochrome P450- family 721- subfamily A- polypeptide 1 | chr1:28200073-28201911 REVERSE LENGTH=505,N.A.,brp:103831971
95,>AT1G75130.1 | Symbols: CYP721A1 | cytochrome P450- family 721- subfamily A- polypeptide 1 | chr1:28200073-28201911 REVERSE LENGTH=505,N.A.,cit:102621275
95,>AT1G75130.1 | Symbols: CYP721A1 | cytochrome P450- family 721- subfamily A- polypeptide 1 | chr1:28200073-28201911 REVERSE LENGTH=505,N.A.,cic:CICLE_v10003134mg
95,>AT1G75130.1 | Symbols: CYP721A1 | cytochrome P450- family 721- subfamily A- polypeptide 1 | chr1:28200073-28201911 REVERSE LENGTH=505,N.A.,cit:102626481
95,>AT1G75130.1 | Symbols: CYP721A1 | cytochrome P450- family 721- subfamily A- polypeptide 1 | chr1:28200073-28201911 REVERSE LENGTH=505,N.A.,cic:CICLE_v10000905mg
95,>AT1G75130.1 | Symbols: CYP721A1 | cytochrome P450- family 721- subfamily A- polypeptide 1 | chr1:28200073-28201911 REVERSE LENGTH=505,N.A.,vvi:100266129
96,>AT1G21120.1 | Symbols:  | O-methyltransferase family protein | chr1:7395331-7396640 REVERSE LENGTH=373,N.A.,ath:AT1G21120
96,>AT1G21120.1 | Symbols:  | O-methyltransferase family protein | chr1:7395331-7396640 REVERSE LENGTH=373,N.A.,ath:AT1G21110
96,>AT1G21120.1 | Symbols:  | O-methyltransferase family protein | chr1:7395331-7396640 REVERSE LENGTH=373,N.A.,ath:AT1G21130
96,>AT1G21120.1 | Symbols:  | O-methyltransferase family protein | chr1:7395331-7396640 REVERSE LENGTH=373,N.A.,ath:AT1G21100
96,>AT1G21120.1 | Symbols:  | O-methyltransferase family protein | chr1:7395331-7396640 REVERSE LENGTH=373,K13066,aly:ARALYDRAFT_472349
96,>AT1G21120.1 | Symbols:  | O-methyltransferase family protein | chr1:7395331-7396640 REVERSE LENGTH=373,K13066,eus:EUTSA_v10007945mg
96,>AT1G21120.1 | Symbols:  | O-methyltransferase family protein | chr1:7395331-7396640 REVERSE LENGTH=373,K13066,aly:ARALYDRAFT_472352
96,>AT1G21120.1 | Symbols:  | O-methyltransferase family protein | chr1:7395331-7396640 REVERSE LENGTH=373,K13066,brp:103835758
96,>AT1G21120.1 | Symbols:  | O-methyltransferase family protein | chr1:7395331-7396640 REVERSE LENGTH=373,K13066,brp:103872905
96,>AT1G21120.1 | Symbols:  | O-methyltransferase family protein | chr1:7395331-7396640 REVERSE LENGTH=373,K13066,brp:103829390
97,>AT1G09740.1 | Symbols:  | Adenine nucleotide alpha hydrolases-like superfamily protein | chr1:3154603-3155834 FORWARD LENGTH=171,N.A.,ath:AT1G09740
97,>AT1G09740.1 | Symbols:  | Adenine nucleotide alpha hydrolases-like superfamily protein | chr1:3154603-3155834 FORWARD LENGTH=171,N.A.,aly:ARALYDRAFT_471075
97,>AT1G09740.1 | Symbols:  | Adenine nucleotide alpha hydrolases-like superfamily protein | chr1:3154603-3155834 FORWARD LENGTH=171,N.A.,crb:CARUB_v10010470mg
97,>AT1G09740.1 | Symbols:  | Adenine nucleotide alpha hydrolases-like superfamily protein | chr1:3154603-3155834 FORWARD LENGTH=171,N.A.,eus:EUTSA_v10008924mg
97,>AT1G09740.1 | Symbols:  | Adenine nucleotide alpha hydrolases-like superfamily protein | chr1:3154603-3155834 FORWARD LENGTH=171,N.A.,brp:103836315
97,>AT1G09740.1 | Symbols:  | Adenine nucleotide alpha hydrolases-like superfamily protein | chr1:3154603-3155834 FORWARD LENGTH=171,N.A.,brp:103871748
97,>AT1G09740.1 | Symbols:  | Adenine nucleotide alpha hydrolases-like superfamily protein | chr1:3154603-3155834 FORWARD LENGTH=171,N.A.,tcc:TCM_034492
97,>AT1G09740.1 | Symbols:  | Adenine nucleotide alpha hydrolases-like superfamily protein | chr1:3154603-3155834 FORWARD LENGTH=171,N.A.,jcu:105630694
97,>AT1G09740.1 | Symbols:  | Adenine nucleotide alpha hydrolases-like superfamily protein | chr1:3154603-3155834 FORWARD LENGTH=171,N.A.,pop:POPTR_0002s10490g
97,>AT1G09740.1 | Symbols:  | Adenine nucleotide alpha hydrolases-like superfamily protein | chr1:3154603-3155834 FORWARD LENGTH=171,N.A.,pxb:103934532
98,>AT1G21110.1 | Symbols:  | O-methyltransferase family protein | chr1:7390110-7391419 REVERSE LENGTH=373,N.A.,ath:AT1G21110
98,>AT1G21110.1 | Symbols:  | O-methyltransferase family protein | chr1:7390110-7391419 REVERSE LENGTH=373,N.A.,ath:AT1G21120
98,>AT1G21110.1 | Symbols:  | O-methyltransferase family protein | chr1:7390110-7391419 REVERSE LENGTH=373,K13066,aly:ARALYDRAFT_472349
98,>AT1G21110.1 | Symbols:  | O-methyltransferase family protein | chr1:7390110-7391419 REVERSE LENGTH=373,N.A.,ath:AT1G21100
98,>AT1G21110.1 | Symbols:  | O-methyltransferase family protein | chr1:7390110-7391419 REVERSE LENGTH=373,N.A.,ath:AT1G21130
98,>AT1G21110.1 | Symbols:  | O-methyltransferase family protein | chr1:7390110-7391419 REVERSE LENGTH=373,K13066,eus:EUTSA_v10007945mg
98,>AT1G21110.1 | Symbols:  | O-methyltransferase family protein | chr1:7390110-7391419 REVERSE LENGTH=373,K13066,aly:ARALYDRAFT_472352
98,>AT1G21110.1 | Symbols:  | O-methyltransferase family protein | chr1:7390110-7391419 REVERSE LENGTH=373,K13066,brp:103872905
98,>AT1G21110.1 | Symbols:  | O-methyltransferase family protein | chr1:7390110-7391419 REVERSE LENGTH=373,K13066,brp:103835758
98,>AT1G21110.1 | Symbols:  | O-methyltransferase family protein | chr1:7390110-7391419 REVERSE LENGTH=373,K13066,brp:103829390
99,>AT1G50900.1 | Symbols: GDC1 | Ankyrin repeat family protein | chr1:18866272-18867014 FORWARD LENGTH=175,N.A.,ath:AT1G50900
99,>AT1G50900.1 | Symbols: GDC1 | Ankyrin repeat family protein | chr1:18866272-18867014 FORWARD LENGTH=175,N.A.,aly:ARALYDRAFT_919322
99,>AT1G50900.1 | Symbols: GDC1 | Ankyrin repeat family protein | chr1:18866272-18867014 FORWARD LENGTH=175,N.A.,brp:103871313
99,>AT1G50900.1 | Symbols: GDC1 | Ankyrin repeat family protein | chr1:18866272-18867014 FORWARD LENGTH=175,N.A.,crb:CARUB_v10010432mg
99,>AT1G50900.1 | Symbols: GDC1 | Ankyrin repeat family protein | chr1:18866272-18867014 FORWARD LENGTH=175,N.A.,brp:103868603
99,>AT1G50900.1 | Symbols: GDC1 | Ankyrin repeat family protein | chr1:18866272-18867014 FORWARD LENGTH=175,N.A.,eus:EUTSA_v10011819mg
99,>AT1G50900.1 | Symbols: GDC1 | Ankyrin repeat family protein | chr1:18866272-18867014 FORWARD LENGTH=175,N.A.,brp:103869310
99,>AT1G50900.1 | Symbols: GDC1 | Ankyrin repeat family protein | chr1:18866272-18867014 FORWARD LENGTH=175,N.A.,eus:EUTSA_v10021639mg
99,>AT1G50900.1 | Symbols: GDC1 | Ankyrin repeat family protein | chr1:18866272-18867014 FORWARD LENGTH=175,N.A.,crb:CARUB_v10014674mg
99,>AT1G50900.1 | Symbols: GDC1 | Ankyrin repeat family protein | chr1:18866272-18867014 FORWARD LENGTH=175,N.A.,cic:CICLE_v10009689mg
100,>AT1G37000.1 | Symbols:  | Beta-galactosidase related protein | chr1:14036038-14037145 FORWARD LENGTH=219,N.A.,ath:AT1G37000
100,>AT1G37000.1 | Symbols:  | Beta-galactosidase related protein | chr1:14036038-14037145 FORWARD LENGTH=219,N.A.,aly:ARALYDRAFT_918022
100,>AT1G37000.1 | Symbols:  | Beta-galactosidase related protein | chr1:14036038-14037145 FORWARD LENGTH=219,N.A.,aly:ARALYDRAFT_910854
100,>AT1G37000.1 | Symbols:  | Beta-galactosidase related protein | chr1:14036038-14037145 FORWARD LENGTH=219,N.A.,aly:ARALYDRAFT_320270
